state,Month,maize,rice,sorghum
Niger,Jul,0.28716918592570473,0.3680656176576701,0.29014791674250406
Niger,Jun,0.27112759047635204,0.32416853646684,0.293379232262197
Niger,Mar,0.1854262753646238,0.13991729893068644,0.26240469263081084
Niger,May,0.22262793876398673,0.22591328864508467,0.2820213925239812
Niger,Nov,0.13508340271865732,0.1104545752214873,0.18832081279059976
Niger,Oct,0.19358335955504719,0.2272036484044313,0.2251126155691221
Niger,Sep,0.7572037233829407,0.7749958767482876,0.7256274347770215
Ogun,Apr,0.23745156835674042,0.27481778126902284,0.27589809926760495
Ogun,Aug,0.31518036420210643,0.43436546650235425,0.2909237404454217
Ogun,Dec,0.15530651565738157,0.14799523209167187,0.20709114122569205
Ogun,Feb,0.1755972791454208,0.15404438496703088,0.23889269608063776
Ogun,Jan,0.1501360225685766,0.12016683148724992,0.20936399128319327
Ogun,Jul,0.6759078600650936,0.6750533043969142,0.6702604651480973
Ogun,Jun,0.7476916574719834,0.7608979734350914,0.7257727277247399
Ogun,Mar,0.6322065928399421,0.5421232210414253,0.6865292364199933
Ogun,May,0.2751698314204488,0.3389490658753709,0.2935752523621458
Ogun,Nov,0.18809917994124178,0.20772761589655847,0.23336021082597708
Ogun,Oct,0.24742094427934697,0.3202255525717934,0.26083220074632835
Ogun,Sep,0.3812746428140472,0.5148634633416136,0.34196410577152625
Ondo,Apr,0.25238755924859574,0.29038314539286625,0.2818822201784475
Ondo,Aug,0.30471017714114557,0.41633066138769637,0.2819063378880928
Ondo,Dec,0.14295903661268572,0.13122787864979701,0.19331178105151717
Ondo,Feb,0.15993656319760735,0.13232456959900518,0.22083854379230833
Ondo,Jan,0.13935452745496685,0.10987946966771586,0.1952275046180305
Ondo,Jul,0.304654434810071,0.41146017521005257,0.28666533940358746
Ondo,Jun,0.3421845969541555,0.4472413175169301,0.32074296091673843
Ondo,Mar,0.23317118569995374,0.23965224650224692,0.28169662684824576
Ondo,May,0.281366759915619,0.34381596622279315,0.2942101413847778
Ondo,Nov,0.16960357638881893,0.17844278606277725,0.21512067360692821
Ondo,Oct,0.2662489744536893,0.34115368775455746,0.26949770718663124
Ondo,Sep,0.3234190141377076,0.4342402614525539,0.2998539436759172
Osun,Apr,0.23589038893980457,0.2671158415478029,0.27384569055807406
Osun,Aug,0.32502128902645566,0.44101406236667107,0.2978451606797384
Osun,Dec,0.1465799662904777,0.12935238297899043,0.1995682778204305
Osun,Feb,0.16325821989284955,0.1351355977281104,0.22584118015901916
Osun,Jan,0.14008382370826356,0.10534750353163504,0.19835720500322757
Osun,Jul,0.6704630611577955,0.6598471598197282,0.6662545151616626
Osun,Jun,0.3071598586897476,0.3980568922884784,0.29974787060467084
Osun,Mar,0.22100449773652112,0.2197608375828895,0.27894516699288363
Osun,May,0.26638463572098964,0.3209362197235477,0.28816595158839253
Osun,Nov,0.17603152250568302,0.18169706176890432,0.22394205606430825
Osun,Oct,0.2524819121141781,0.3187670189607059,0.26370005624294285
Osun,Sep,0.33243018962789883,0.442397961780577,0.30932847729316615
Oyo,Apr,0.2279172059663956,0.2378191873086165,0.27718297494927224
Oyo,Aug,0.3441704695985589,0.46121532733793696,0.3133414766186087
Oyo,Dec,0.1364431504447415,0.11700635593503492,0.18799958084521529
Oyo,Feb,0.15700241174831242,0.1214342310601624,0.22078905797612436
Oyo,Jan,0.13226464342180352,0.09402568972130487,0.1890991757959042
Oyo,Jul,0.22376510904740757,0.2890739322760125,0.23986070714520047
Oyo,Jun,0.2835254818088432,0.35192388852231477,0.2910698579302221
Oyo,Mar,0.22097330350532687,0.2038850465737732,0.28539576069695854
Oyo,May,0.6416820755809198,0.5702873486813058,0.6808271275780631
Oyo,Nov,0.16244953023245623,0.15985995373576797,0.2130235020477401
Oyo,Oct,0.2038074041753697,0.2459359190166861,0.23268018972417037
Oyo,Sep,0.3057767520999589,0.40220795400569065,0.2928305957078813
Plateau,Apr,0.25751379916039024,0.2580380325883785,0.30887513140210293
Plateau,Aug,0.8556875695802266,0.9034614700957051,0.7916587926018094
Plateau,Dec,0.11197387993376429,0.08797653684594586,0.1572976209409585
Plateau,Feb,0.12158460487786625,0.07698215939602025,0.17698028833110366
Plateau,Jan,0.1160387684650719,0.0874732203833812,0.16424020731399275
Plateau,Jul,0.8440802326227508,0.8794036934232499,0.7904212711720566
Plateau,Jun,0.7686184471189599,0.7575654256016906,0.7528834322253057
Plateau,Mar,0.5827346510779927,0.4292489805924131,0.6606676557638325
Plateau,May,0.6729571408569609,0.5969481277605712,0.7103445674774079
Plateau,Nov,0.12865255260031247,0.11270078865386235,0.17685399144923333
