,state,disaster,disaster_frequency_3_years,abandoned_area,production_distruption_loss,loss_severity_economic,land_lost,Crop losses,severity_of_physical_loss
4258,SOKOTO,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4259,SOKOTO,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4260,SOKOTO,Drought,1.0,Yes,No,,No,Yes,Small losses
4261,SOKOTO,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4262,SOKOTO,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
4263,SOKOTO,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4264,SOKOTO,Heavy rainfall,2.0,No,Yes,Small losses,No,No,Small losses
4265,SOKOTO,Extreme Winds,2.0,No,No,,Yes,No,Significant losses
4266,SOKOTO,Heavy rainfall,3.0,No,Yes,Significant losses,No,Yes,Significant losses
4267,SOKOTO,Flood,1.0,No,Yes,Small losses,No,No,Significant losses
4268,SOKOTO,Flood,2.0,No,No,Small losses,Yes,No,Small losses
4269,SOKOTO,Heavy rainfall,4.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4270,SOKOTO,Flood,1.0,Yes,Yes,Almost total or total losses,No,Yes,Almost total or total losses
4271,SOKOTO,Fire Disaster,4.0,No,No,,No,No,Significant losses
4272,SOKOTO,Flood,2.0,No,No,,No,Yes,Small losses
4273,SOKOTO,Flood,1.0,No,Yes,Small losses,Yes,Yes,Significant losses
4274,SOKOTO,Heavy rainfall,3.0,No,Yes,Significant losses,No,No,Significant losses
4275,SOKOTO,Flood,4.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
4276,SOKOTO,Heavy rainfall,1.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
4277,SOKOTO,Heavy rainfall,3.0,No,Yes,Significant losses,No,Yes,Significant losses
4278,SOKOTO,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4279,SOKOTO,Flood,2.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4280,SOKOTO,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
4281,SOKOTO,Flood,2.0,No,No,Small losses,Yes,No,Small losses
4282,SOKOTO,Flood,1.0,No,Yes,Significant losses,No,No,Significant losses
4283,SOKOTO,Flood,3.0,No,No,Significant losses,Yes,Yes,Significant losses
4284,SOKOTO,Heavy rainfall,3.0,No,Yes,Significant losses,No,No,Significant losses
4285,SOKOTO,Flood,1.0,No,No,Small losses,No,No,Small losses
4286,SOKOTO,Flood,1.0,No,Yes,Small losses,Yes,Yes,Small losses
4287,SOKOTO,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
4288,SOKOTO,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4289,SOKOTO,Flood,3.0,No,Yes,Small losses,No,No,Small losses
4290,SOKOTO,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4291,SOKOTO,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4292,SOKOTO,Flood,3.0,Yes,Yes,Small losses,Yes,Yes,Small losses
4293,SOKOTO,Heavy rainfall,2.0,No,Yes,Significant losses,No,No,Significant losses
4294,SOKOTO,Flood,1.0,No,Yes,Small losses,Yes,Yes,Small losses
4295,SOKOTO,Flood,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4296,SOKOTO,Extreme temperatures (cold or heat),2.0,No,Yes,Small losses,No,Yes,Small losses
4297,SOKOTO,Other (specify),1.0,No,No,,No,No,Significant losses
4298,SOKOTO,Flood,2.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4299,SOKOTO,Flood,2.0,No,Yes,Significant losses,No,No,Significant losses
4300,SOKOTO,Heavy rainfall,2.0,No,No,,No,No,Significant losses
4301,SOKOTO,Extreme Winds,1.0,No,No,Small losses,No,No,Small losses
4302,SOKOTO,Flood,2.0,No,Yes,Small losses,No,No,Small losses
4303,SOKOTO,Flood,2.0,No,No,,No,No,Small losses
4304,SOKOTO,Extreme Winds,1.0,No,No,Significant losses,No,Yes,Small losses
4305,SOKOTO,Flood,2.0,No,Yes,Significant losses,No,No,Significant losses
4306,SOKOTO,Flood,2.0,Yes,Yes,Significant losses,Yes,No,Significant losses
4307,SOKOTO,Heavy rainfall,3.0,No,No,Small losses,Yes,No,Small losses
4308,SOKOTO,Flood,2.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4309,SOKOTO,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4310,SOKOTO,Heavy rainfall,2.0,No,Yes,Significant losses,No,No,Significant losses
4311,SOKOTO,Flood,3.0,Yes,Yes,Almost total or total losses,No,Yes,Significant losses
4312,SOKOTO,Drought,3.0,No,Yes,Significant losses,No,Yes,Significant losses
4313,SOKOTO,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
4314,SOKOTO,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4315,SOKOTO,Flood,2.0,No,Yes,Small losses,No,Yes,Small losses
4316,SOKOTO,Flood,3.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
4317,SOKOTO,Flood,1.0,No,Yes,Significant losses,Yes,No,Significant losses
4318,SOKOTO,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4319,SOKOTO,Flood,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4320,SOKOTO,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4321,SOKOTO,Flood,2.0,No,Yes,Significant losses,No,No,Significant losses
4322,SOKOTO,Extreme Winds,5.0,No,Yes,Small losses,No,No,Significant losses
4323,SOKOTO,Drought,2.0,No,No,Significant losses,No,No,Significant losses
4324,SOKOTO,Flood,2.0,No,Yes,Significant losses,No,No,Significant losses
4325,SOKOTO,Flood,4.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4326,SOKOTO,Extreme Winds,2.0,No,No,Small losses,No,Yes,Significant losses
4327,SOKOTO,Flood,1.0,No,Yes,Significant losses,No,No,Significant losses
4328,SOKOTO,Extreme Winds,5.0,No,No,Significant losses,No,No,Significant losses
4329,SOKOTO,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4330,SOKOTO,Flood,3.0,Yes,No,,No,Yes,Almost total or total losses
4331,SOKOTO,Other (specify),1.0,No,No,,No,No,Significant losses
4332,SOKOTO,Flood,2.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4333,SOKOTO,Flood,2.0,No,Yes,Small losses,No,Yes,Small losses
4334,SOKOTO,Heavy rainfall,1.0,No,Yes,Significant losses,No,No,Significant losses
4335,SOKOTO,Flood,2.0,No,Yes,Significant losses,No,No,Significant losses
4336,SOKOTO,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
4337,SOKOTO,Heavy rainfall,8.0,No,No,Significant losses,No,Yes,Significant losses
4338,SOKOTO,Heavy rainfall,1.0,No,Yes,Significant losses,No,Yes,Significant losses
4339,SOKOTO,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4340,SOKOTO,Flood,10.0,No,Yes,Significant losses,No,No,Significant losses
4341,SOKOTO,Flood,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4342,SOKOTO,Extreme Winds,2.0,Yes,No,,No,No,Significant losses
4343,SOKOTO,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4344,SOKOTO,Drought,2.0,No,Yes,Small losses,No,Yes,Small losses
4345,SOKOTO,Extreme temperatures (cold or heat),3.0,No,No,,No,No,Small losses
4346,SOKOTO,Flood,1.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4347,SOKOTO,Flood,1.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4348,SOKOTO,Heavy rainfall,2.0,No,Yes,Significant losses,No,No,Significant losses
4349,SOKOTO,Heavy rainfall,2.0,No,Yes,Significant losses,No,No,Significant losses
4350,SOKOTO,Flood,10.0,No,Yes,Small losses,No,No,Small losses
4351,SOKOTO,Other (specify),8.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4352,SOKOTO,Flood,1.0,No,Yes,Small losses,Yes,Yes,Small losses
4353,SOKOTO,Drought,3.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
4354,SOKOTO,Flood,2.0,No,No,,No,No,Significant losses
4355,SOKOTO,Heavy rainfall,1.0,No,Yes,Significant losses,No,Yes,Significant losses
4356,SOKOTO,Flood,2.0,No,Yes,Significant losses,Yes,Yes,Almost total or total losses
4357,SOKOTO,Flood,1.0,No,Yes,Small losses,No,Yes,Small losses
4358,SOKOTO,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4359,SOKOTO,Flood,3.0,No,No,,Yes,No,Significant losses
4360,SOKOTO,Flood,1.0,No,No,Significant losses,No,No,Significant losses
4361,SOKOTO,Flood,1.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4362,SOKOTO,Extreme Winds,2.0,No,No,,No,No,Small losses
4363,SOKOTO,Flood,1.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4364,SOKOTO,Flood,2.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4365,SOKOTO,Drought,2.0,No,No,Significant losses,No,No,Significant losses
4366,SOKOTO,Flood,2.0,No,Yes,Small losses,No,Yes,Small losses
4367,SOKOTO,Heavy rainfall,2.0,No,Yes,Significant losses,No,No,Significant losses
4368,SOKOTO,Flood,1.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4369,SOKOTO,Extreme temperatures (cold or heat),5.0,Yes,No,Significant losses,No,Yes,Significant losses
4370,SOKOTO,Heavy rainfall,3.0,No,Yes,Significant losses,No,Yes,Significant losses
4371,SOKOTO,Heavy rainfall,4.0,Yes,Yes,Significant losses,No,No,Significant losses
4372,SOKOTO,Drought,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4373,SOKOTO,Drought,3.0,No,Yes,Significant losses,No,Yes,Significant losses
4374,SOKOTO,Flood,2.0,No,Yes,Significant losses,No,No,Significant losses
4375,SOKOTO,Flood,2.0,No,Yes,Small losses,No,Yes,Small losses
4376,SOKOTO,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4377,SOKOTO,Heavy rainfall,2.0,Yes,Yes,Significant losses,Yes,Yes,Small losses
4378,SOKOTO,Heavy rainfall,8.0,No,No,,No,Yes,Significant losses
4379,SOKOTO,Flood,1.0,No,Yes,Small losses,Yes,Yes,Small losses
4380,SOKOTO,Heavy rainfall,3.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
4381,SOKOTO,Extreme Winds,1.0,No,Yes,Small losses,No,No,Small losses
4382,SOKOTO,Extreme Winds,4.0,No,No,,No,No,Significant losses
4383,SOKOTO,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4384,SOKOTO,Extreme Winds,3.0,No,Yes,Significant losses,No,Yes,Significant losses
4385,SOKOTO,Heavy rainfall,1.0,No,Yes,Small losses,No,Yes,Small losses
4386,SOKOTO,Drought,1.0,No,Yes,Small losses,Yes,Yes,Small losses
4387,SOKOTO,Drought,2.0,Yes,Yes,Small losses,No,Yes,Small losses
4388,SOKOTO,Heavy rainfall,1.0,Yes,Yes,Small losses,No,Yes,Small losses
4389,SOKOTO,Flood,1.0,No,No,Significant losses,No,Yes,Significant losses
4390,ZAMFARA,Heavy rainfall,1.0,No,No,Small losses,No,Yes,Small losses
4391,ZAMFARA,Extreme Winds,1.0,Yes,Yes,Significant losses,No,No,Significant losses
4392,ZAMFARA,Heavy rainfall,3.0,No,No,,No,No,Small losses
4393,ZAMFARA,Heavy rainfall,2.0,No,No,Small losses,Yes,No,Significant losses
4394,ZAMFARA,Heavy rainfall,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4395,ZAMFARA,Heavy rainfall,2.0,No,No,Significant losses,Yes,No,Significant losses
4396,ZAMFARA,Extreme Winds,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4397,ZAMFARA,Flood,2.0,Yes,No,,Yes,No,Small losses
4398,ZAMFARA,Extreme Winds,1.0,No,No,Small losses,No,Yes,Significant losses
4399,ZAMFARA,Flood,2.0,Yes,Yes,Small losses,No,No,Significant losses
4400,ZAMFARA,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4401,ZAMFARA,Heavy rainfall,5.0,No,No,,No,No,Significant losses
4402,ZAMFARA,Extreme temperatures (cold or heat),5.0,No,No,,Yes,No,Small losses
4403,ZAMFARA,Flood,2.0,No,No,,Yes,Yes,Significant losses
4404,ZAMFARA,Flood,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4405,ZAMFARA,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4406,ZAMFARA,Extreme Winds,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4407,ZAMFARA,Heavy rainfall,3.0,No,No,,Yes,No,Significant losses
4408,ZAMFARA,Drought,2.0,No,No,Significant losses,No,Yes,Significant losses
4409,ZAMFARA,Flood,1.0,No,Yes,Small losses,No,Yes,Small losses
4410,ZAMFARA,Heavy rainfall,3.0,No,No,,Yes,No,Significant losses
4411,ZAMFARA,Extreme Winds,3.0,No,Yes,Significant losses,Yes,No,Significant losses
4412,ZAMFARA,Flood,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4413,ZAMFARA,Heavy rainfall,2.0,Yes,Yes,Significant losses,No,No,Significant losses
4414,ZAMFARA,Flood,2.0,Yes,Yes,Small losses,No,Yes,Small losses
4415,ZAMFARA,Fire Disaster,3.0,No,No,,No,No,Small losses
4416,ZAMFARA,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4417,ZAMFARA,Flood,1.0,No,No,Significant losses,No,No,Significant losses
4418,ZAMFARA,Extreme Winds,3.0,No,Yes,Small losses,No,Yes,Significant losses
4419,ZAMFARA,Heavy rainfall,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4420,ZAMFARA,Flood,3.0,No,Yes,Small losses,Yes,Yes,Small losses
4421,ZAMFARA,Extreme Winds,3.0,No,Yes,Significant losses,Yes,No,Significant losses
4422,ZAMFARA,Extreme Winds,7.0,No,No,,No,Yes,Small losses
4423,ZAMFARA,Extreme Winds,3.0,Yes,Yes,Small losses,No,Yes,Significant losses
4424,ZAMFARA,Extreme temperatures (cold or heat),5.0,No,No,,Yes,No,Small losses
4425,ZAMFARA,Heavy rainfall,3.0,No,Yes,Significant losses,No,No,Significant losses
4426,ZAMFARA,Drought,3.0,No,Yes,Almost total or total losses,No,Yes,Almost total or total losses
4427,ZAMFARA,Heavy rainfall,2.0,Yes,No,Small losses,No,No,Small losses
4428,ZAMFARA,Extreme temperatures (cold or heat),2.0,No,No,,No,Yes,Small losses
4429,ZAMFARA,Flood,3.0,Yes,Yes,Small losses,No,Yes,Significant losses
4430,ZAMFARA,Heavy rainfall,2.0,No,No,Small losses,No,No,Small losses
4431,ZAMFARA,Extreme Winds,3.0,No,Yes,Significant losses,No,No,Significant losses
4432,ZAMFARA,Extreme Winds,1.0,No,Yes,Significant losses,No,Yes,Significant losses
4433,ZAMFARA,Flood,2.0,No,Yes,Small losses,No,Yes,Small losses
4434,ZAMFARA,Heavy rainfall,5.0,No,No,,No,No,Almost total or total losses
4435,ZAMFARA,Extreme temperatures (cold or heat),2.0,No,Yes,Significant losses,No,Yes,Significant losses
4436,ZAMFARA,Heavy rainfall,3.0,No,No,Significant losses,Yes,No,Significant losses
4437,ZAMFARA,Flood,3.0,No,Yes,Significant losses,No,No,Significant losses
4438,ZAMFARA,Heavy rainfall,3.0,No,Yes,Significant losses,No,No,Significant losses
4439,ZAMFARA,Flood,2.0,No,No,Small losses,No,Yes,Small losses
4440,ZAMFARA,Flood,4.0,No,Yes,Small losses,No,Yes,Small losses
4441,ZAMFARA,Flood,3.0,No,No,,Yes,No,Significant losses
4442,ZAMFARA,Extreme Winds,3.0,No,No,,No,Yes,Small losses
4443,ZAMFARA,Drought,3.0,No,No,,Yes,No,Significant losses
4444,ZAMFARA,Heavy rainfall,1.0,No,No,Small losses,No,Yes,Small losses
4445,ZAMFARA,Heavy rainfall,1.0,No,Yes,Small losses,No,Yes,Small losses
4446,ZAMFARA,Heavy rainfall,4.0,No,Yes,Significant losses,No,Yes,Significant losses
4447,ZAMFARA,Heavy rainfall,4.0,No,No,,Yes,No,Significant losses
4448,ZAMFARA,Heavy rainfall,2.0,No,No,Significant losses,No,No,Significant losses
4449,ZAMFARA,Extreme Winds,2.0,No,No,Significant losses,No,Yes,Significant losses
4450,ZAMFARA,Heavy rainfall,2.0,No,Yes,Small losses,No,Yes,Small losses
4451,ZAMFARA,Heavy rainfall,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4452,ZAMFARA,Flood,2.0,No,No,Significant losses,No,No,Small losses
4453,ZAMFARA,Heavy rainfall,8.0,No,No,Significant losses,No,No,Significant losses
4454,ZAMFARA,Flood,8.0,Yes,Yes,Almost total or total losses,No,Yes,Almost total or total losses
4455,ZAMFARA,Heavy rainfall,2.0,No,Yes,Significant losses,No,No,Significant losses
4456,ZAMFARA,Flood,4.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
4457,ZAMFARA,Flood,3.0,No,No,,No,No,Small losses
4458,ZAMFARA,Heavy rainfall,1.0,Yes,Yes,Significant losses,No,No,Significant losses
4459,ZAMFARA,Heavy rainfall,5.0,No,Yes,Significant losses,No,Yes,Significant losses
4460,ZAMFARA,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4461,ZAMFARA,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
4462,ZAMFARA,Extreme Winds,1.0,No,No,Significant losses,No,No,Significant losses
4463,ZAMFARA,Heavy rainfall,3.0,No,No,,No,No,Small losses
4464,ZAMFARA,Flood,2.0,No,Yes,Significant losses,Yes,No,Significant losses
4465,ZAMFARA,Extreme Winds,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4466,ZAMFARA,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Small losses
4467,ZAMFARA,Other (specify),2.0,No,Yes,Significant losses,No,Yes,Significant losses
4468,ZAMFARA,Extreme Winds,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4469,ZAMFARA,Heavy rainfall,1.0,No,Yes,Small losses,No,Yes,Small losses
4470,ZAMFARA,Heavy rainfall,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4471,ZAMFARA,Heavy rainfall,2.0,No,No,,No,No,Significant losses
4472,ZAMFARA,Flood,1.0,No,No,,No,Yes,Significant losses
4473,ZAMFARA,Heavy rainfall,1.0,No,Yes,Significant losses,Yes,No,Significant losses
4474,ZAMFARA,Flood,3.0,Yes,No,Significant losses,No,Yes,Significant losses
4475,ZAMFARA,Heavy rainfall,3.0,No,Yes,Significant losses,Yes,No,Small losses
4476,ZAMFARA,Flood,2.0,No,No,Small losses,No,Yes,Small losses
4477,ZAMFARA,Extreme Winds,1.0,No,No,Small losses,No,No,Significant losses
4478,ZAMFARA,Extreme Winds,3.0,No,Yes,Significant losses,Yes,No,Significant losses
4479,ZAMFARA,Extreme Winds,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4480,ZAMFARA,Flood,2.0,Yes,Yes,Significant losses,Yes,No,Significant losses
4481,ZAMFARA,Flood,1.0,No,No,Small losses,No,Yes,Small losses
4482,ZAMFARA,Flood,2.0,Yes,Yes,Small losses,No,Yes,Small losses
4483,ZAMFARA,Flood,1.0,Yes,Yes,Small losses,No,Yes,Small losses
4484,ZAMFARA,Heavy rainfall,3.0,No,Yes,Small losses,Yes,No,Small losses
4485,ZAMFARA,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4486,ZAMFARA,Extreme Winds,2.0,No,Yes,Significant losses,No,No,Significant losses
4487,ZAMFARA,Heavy rainfall,3.0,Yes,Yes,Small losses,No,Yes,Small losses
4488,ZAMFARA,Heavy rainfall,3.0,Yes,No,,No,No,Small losses
4489,ZAMFARA,Heavy rainfall,4.0,Yes,Yes,Significant losses,Yes,No,Significant losses
4490,ZAMFARA,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4491,ZAMFARA,Extreme Winds,2.0,No,No,Small losses,Yes,No,Small losses
4492,ZAMFARA,Extreme temperatures (cold or heat),1.0,No,No,,No,No,Small losses
4493,ZAMFARA,Flood,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4494,ZAMFARA,Extreme Winds,2.0,No,Yes,Significant losses,Yes,No,Significant losses
4495,ZAMFARA,Extreme Winds,3.0,No,Yes,Significant losses,Yes,No,Significant losses
4496,ZAMFARA,Flood,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4497,ZAMFARA,Heavy rainfall,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4498,ZAMFARA,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
4499,ZAMFARA,Flood,1.0,No,Yes,Significant losses,No,No,Significant losses
4500,ZAMFARA,Flood,2.0,No,No,,No,No,Small losses
4501,ZAMFARA,Flood,3.0,Yes,No,,Yes,No,Significant losses
4502,ZAMFARA,Extreme Winds,2.0,No,No,Small losses,No,No,Significant losses
4503,ZAMFARA,Extreme Winds,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
4504,ZAMFARA,Drought,6.0,No,Yes,Almost total or total losses,No,No,Almost total or total losses
4505,ZAMFARA,Flood,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
4506,ZAMFARA,Extreme temperatures (cold or heat),3.0,No,No,Small losses,No,Yes,Small losses
4507,ZAMFARA,Heavy rainfall,1.0,No,No,Small losses,No,Yes,Small losses
4508,ZAMFARA,Heavy rainfall,2.0,Yes,Yes,Small losses,No,Yes,Significant losses
4509,ZAMFARA,Heavy rainfall,4.0,No,No,Significant losses,Yes,No,Significant losses
4510,ZAMFARA,Heavy rainfall,2.0,Yes,Yes,Small losses,No,Yes,Small losses
4511,ZAMFARA,Heavy rainfall,1.0,No,Yes,Small losses,No,Yes,Small losses
4512,ZAMFARA,Heavy rainfall,2.0,No,No,Small losses,No,No,Small losses
4513,ZAMFARA,Heavy rainfall,3.0,No,Yes,Significant losses,No,Yes,Significant losses
4514,ZAMFARA,Heavy rainfall,2.0,No,No,Small losses,No,Yes,Small losses
4515,ZAMFARA,Heavy rainfall,2.0,No,Yes,Small losses,Yes,Yes,Significant losses
4516,ZAMFARA,Flood,3.0,Yes,Yes,Small losses,No,Yes,Small losses
4517,ZAMFARA,Heavy rainfall,2.0,No,Yes,Small losses,No,Yes,Small losses
4518,ZAMFARA,Flood,1.0,Yes,Yes,Small losses,Yes,Yes,Significant losses
4519,ZAMFARA,Heavy rainfall,2.0,No,No,,No,Yes,Small losses
4520,ZAMFARA,Flood,2.0,No,No,,Yes,Yes,Small losses
4521,ZAMFARA,Heavy rainfall,2.0,No,No,Significant losses,No,Yes,Significant losses
4522,ZAMFARA,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4523,ZAMFARA,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4524,ZAMFARA,Heavy rainfall,2.0,No,No,Small losses,No,Yes,Small losses
4525,ZAMFARA,Extreme Winds,2.0,No,Yes,Significant losses,No,No,Significant losses
4526,ZAMFARA,Heavy rainfall,2.0,No,No,Small losses,No,Yes,Small losses
4527,ZAMFARA,Flood,5.0,No,Yes,Significant losses,No,No,Significant losses
4528,ZAMFARA,Drought,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4529,ZAMFARA,Extreme Winds,1.0,No,No,Significant losses,No,Yes,Significant losses
4530,ZAMFARA,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
4531,ZAMFARA,Extreme Winds,2.0,No,No,Significant losses,Yes,No,Significant losses
4532,ZAMFARA,Heavy rainfall,2.0,Yes,Yes,Small losses,No,Yes,Small losses
4533,ZAMFARA,Extreme Winds,2.0,No,No,Significant losses,No,No,Significant losses
4534,ZAMFARA,Flood,2.0,Yes,Yes,Small losses,No,Yes,Significant losses
