,state,Month,Maize,Rice,Sorghum,Beans,Millet
257,Kebbi,Jul,0.5163764651697521,0.5151825566115241,0.5357247739068555,0.5488826686436976,0.524291367367776
258,Kebbi,Jun,1.4579629316396754,1.4788119717307013,1.4946541945363712,1.5017594576942659,1.466374909861091
259,Kebbi,Mar,0.2620923966368751,0.30437343586768406,0.30506222816358275,0.31085170184779326,0.261475336745768
260,Kebbi,May,0.3611109079196577,0.40059438207691433,0.41072368054601266,0.4109868384407495,0.37004315232377144
261,Kebbi,Nov,0.3780550702212842,0.4056573928866683,0.4097091122743076,0.42681437543220235,0.3762754775614738
262,Kebbi,Oct,0.4823845362480817,0.5054110938612283,0.5181740099322922,0.5323845362480817,0.4857985310050892
263,Kebbi,Sep,0.5815075509096221,0.6031083474052868,0.606600929517432,0.6234430347805899,0.5893780893246252
264,Kogi,Apr,0.5047906882220755,0.5254612919522497,0.54320782287011,0.5526815070806363,0.5138993794904764
265,Kogi,Aug,0.5532613682070309,0.5941775358895064,0.5688542897167606,0.5891174476114974,0.5625001260211063
266,Kogi,Dec,0.45744895316879847,0.4825167086968511,0.49199773206392716,0.5062082583797166,0.464694365550327
267,Kogi,Feb,0.4391594595470892,0.4672439112297957,0.47607665949484945,0.48791876475800733,0.44839015121879716
268,Kogi,Jan,0.4254930522954812,0.453583762965504,0.46107944383263677,0.4745004964642157,0.4316122295489598
269,Kogi,Jul,0.5508531556102005,0.5916544214942914,0.5671415191990734,0.586088887620126,0.5606414193730559
270,Kogi,Jun,0.5774037606190786,0.6118629732266881,0.6045423266371014,0.6203318003213119,0.5882426394252895
271,Kogi,Mar,0.431791507538075,0.46151725246176,0.475009478022599,0.48079895170680953,0.4394119955396883
272,Kogi,May,0.5459549355025942,0.5616284479259757,0.5815223901192849,0.5931013374877059,0.555065643306587
273,Kogi,Nov,0.5141709986307116,0.5354523028322212,0.5496333206889589,0.5630543733205379,0.5241215935087111
274,Kogi,Oct,0.6025799038623278,0.6213821232298115,0.6293802173010115,0.646748638353643,0.6118398353001178
275,Kogi,Sep,0.5566046982630379,0.5937453556138307,0.5691109017369834,0.5891109017369834,0.5666813266155284
276,Kwara,Apr,0.46926793623400714,0.48800061221376245,0.5038428350194323,0.5154217823878533,0.47339780112612256
277,Kwara,Aug,0.5212511278609848,0.5512719478567956,0.5252193921942746,0.5491667606153272,0.5269972460299704
